,Primary_ISBN_10,Book_Title,Description,Author,Contributor,Publisher,Asterisk,Dagger,Amazon_URL,Review_Link,BestSeller_Date,Published_Date,Book_Category,BestSeller_Year,BestSeller_Week,Rank,Rank_Last_Week,Weeks_on_List
52293,031642028X,THE 20TH VICTIM,The 20th book in the Women’s Murder Club series. Lindsay Boxer looks into the murders of disreputable persons in three separate cities.,James Patterson and Maxine Paetro,by James Patterson and Maxine Paetro,"Little, Brown",0,0,https://www.amazon.com/dp/031642028X?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Hardcover Fiction,2020,21,4,0,1
52294,1594634696,ALL ADULTS HERE,A repressed memory triggers Astrid Strick to weigh the outcomes of her parenting of her now-grown children.,Emma Straub,by Emma Straub,Riverhead,0,0,https://www.amazon.com/dp/1594634696?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Hardcover Fiction,2020,21,5,0,1
52295,1538761467,WALK THE WIRE,The sixth book in the Memory Man series. Decker and Jamison investigate a murder in a North Dakota town in a fracking boom.,David Baldacci,by David Baldacci,Grand Central,0,0,https://www.amazon.com/dp/1538761467?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Hardcover Fiction,2020,21,6,4,3
52296,1501133519,BIG SUMMER,Daphne Berg’s former best friend asks her to be the maid of honor at her wedding in Cape Cod.,Jennifer Weiner,by Jennifer Weiner,Atria,0,0,https://www.amazon.com/dp/1501133519?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Hardcover Fiction,2020,21,7,0,1
52297,052542976X,THE BOOK OF LONGINGS,A scholarly young woman named Ana meets an 18-year-old Jesus and becomes caught up in a confluence of dangers.,Sue Monk Kidd,by Sue Monk Kidd,Viking,0,0,https://www.amazon.com/dp/052542976X?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Hardcover Fiction,2020,21,8,5,3
52298,1250256925,"HELLO, SUMMER",Conley Hawkins loses her big-city beat and takes over the gossip column of her family’s small-town newspaper.,Mary Kay Andrews,by Mary Kay Andrews,St. Martin's,0,0,https://www.amazon.com/dp/1250256925?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Hardcover Fiction,2020,21,9,0,1
52299,1250209765,AMERICAN DIRT,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.,Jeanine Cummins,by Jeanine Cummins,Flatiron,0,0,https://www.amazon.com/American-Dirt-Oprahs-Book-Club/dp/1250209765?tag=NYTBSREV-20,https://www.nytimes.com/2020/01/17/books/review-american-dirt-jeanine-cummins.html,5/9/20,5/24/20,Hardcover Fiction,2020,21,10,7,16
52300,399179593,THE WEDDING DRESS,The triumphs and losses of one family over the last century are recounted as a symbolic piece of apparel gets handed down through the generations.,Danielle Steel,by Danielle Steel,Delacorte,0,0,https://www.amazon.com/dp/0399179593?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Hardcover Fiction,2020,21,11,6,2
52301,1984819887,THE BOOK OF LOST FRIENDS,The stories of three women struggling to get from Louisiana to Texas during Reconstruction are discovered by a first-year teacher living a century later.,Lisa Wingate,by Lisa Wingate,Ballantine,0,0,https://www.amazon.com/dp/1984819887?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Hardcover Fiction,2020,21,12,13,5
52302,399562486,THE GIVER OF STARS,"In Depression-era Kentucky, five women refuse to be cowed by men or convention as they deliver books.",Jojo Moyes,by Jojo Moyes,Pamela Dorman/Viking,0,0,https://www.amazon.com/Giver-Stars-Novel-Jojo-Moyes/dp/0399562486?tag=NYTBSREV-20,,5/9/20,5/24/20,Hardcover Fiction,2020,21,13,11,30
52303,525539522,MASKED PREY,The 30th book in the Prey series. Washington politicians ask Lucas Davenport to look into someone who is targeting their children.,John Sandford,by John Sandford,Putnam,0,0,https://www.amazon.com/dp/0525539522?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Hardcover Fiction,2020,21,14,8,4
52304,1982104317,SOMEONE LIKE YOU,"After uncovering a secret, Maddie Baxter West breaks off from the life she has to find out what could have been.",Karen Kingsbury,by Karen Kingsbury,Atria,0,0,https://www.amazon.com/dp/1982104317?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Hardcover Fiction,2020,21,15,0,1
52395,1984801252,UNTAMED,The activist and public speaker describes her journey of listening to her inner voice.,Glennon Doyle,by Glennon Doyle,Dial,0,0,https://www.amazon.com/dp/1984801252?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Hardcover Nonfiction,2020,21,1,1,9
52396,1524763136,BECOMING,"The former first lady describes how she balanced work, family and her husband’s political ascent.",Michelle Obama,by Michelle Obama,Crown,0,0,https://www.amazon.com/Becoming-Michelle-Obama/dp/1524763136?tag=NYTBSREV-20,https://www.nytimes.com/2018/12/06/books/review/michelle-obama-becoming-memoir.html,5/9/20,5/24/20,Hardcover Nonfiction,2020,21,2,4,74
52397,385348711,THE SPLENDID AND THE VILE,An examination of the leadership of the prime minister Winston Churchill.,Erik Larson,by Erik Larson,Crown,0,0,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711?tag=NYTBSREV-20,https://www.nytimes.com/2020/02/25/books/review/the-splendid-and-the-vile-erik-larson.html,5/9/20,5/24/20,Hardcover Nonfiction,2020,21,3,2,11
52398,399590501,EDUCATED,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university.",Tara Westover,by Tara Westover,Random House,0,0,https://www.amazon.com/Educated-Memoir-Tara-Westover/dp/0399590501?tag=NYTBSREV-20,https://www.nytimes.com/2018/03/01/books/review/tara-westover-educated.html,5/9/20,5/24/20,Hardcover Nonfiction,2020,21,4,5,116
52399,62862758,THE RURAL DIARIES,"The actress starts a family, transplants to a working farm and revitalizes a candy store in Rhinebeck, N.Y.",Hilarie Burton Morgan,by Hilarie Burton Morgan,HarperOne,0,0,https://www.amazon.com/dp/0062862758?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Hardcover Nonfiction,2020,21,5,0,1
52400,1250317479,THE LINCOLN CONSPIRACY,"How Allan Pinkerton, along with undercover agents, thwarted a lesser-known assassination attempt of Abraham Lincoln in Baltimore in 1861.",Brad Meltzer and Josh Mensch,by Brad Meltzer and Josh Mensch,Flatiron,0,0,https://www.amazon.com/dp/1250317479?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Hardcover Nonfiction,2020,21,6,0,1
52401,374201234,THE MAMBA MENTALITY,Various skills and techniques used on the court by the late Los Angeles Lakers player.,Kobe Bryant,by Kobe Bryant,"Melcher/MCD/Farrar, Straus & Giroux",0,0,https://www.amazon.com/Mamba-Mentality-How-Play/dp/0374201234?tag=NYTBSREV-20,,5/9/20,5/24/20,Hardcover Nonfiction,2020,21,7,6,21
52402,316454486,THE HOUSE OF KENNEDY,A look at the achievements of the political family and what has been called “the Kennedy curse.”,James Patterson and Cynthia Fagen,by James Patterson and Cynthia Fagen,"Little, Brown",0,0,https://www.amazon.com/dp/0316454486?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Hardcover Nonfiction,2020,21,8,7,4
52403,038554376X,HIDDEN VALLEY ROAD,"From 1945 to 1965, a family in Colorado had 12 children, six of whom went on to develop schizophrenia.",Robert Kolker,by Robert Kolker,Doubleday,0,0,https://www.amazon.com/dp/038554376X?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Hardcover Nonfiction,2020,21,9,3,5
52404,1501191918,INCOMPARABLE,The identical twins and WWE Hall of Famers share some of the challenges they faced.,Brie Bella and Nikki Bella,by Brie Bella and Nikki Bella,Gallery,0,1,https://www.amazon.com/dp/1501191918?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Hardcover Nonfiction,2020,21,10,0,1
52405,1538733307,FORTITUDE,The Texas congressman and former Navy SEAL prescribes ways to overcome adversity.,Dan Crenshaw,by Dan Crenshaw,Twelve,0,0,https://www.amazon.com/dp/1549159240?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Hardcover Nonfiction,2020,21,11,13,5
52406,1510752242,PLAGUE OF CORRUPTION,The controversial virologist gives her account of her work over nearly four decades.,Judy Mikovits and Kent Heckenlively,by Judy Mikovits and Kent Heckenlively,Skyhorse,0,0,https://www.amazon.com/dp/1510752242?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Hardcover Nonfiction,2020,21,12,0,1
52407,1982104155,RESISTANCE,The Grammy-nominated musician details her career and how her work championed the marginalized.,Tori Amos,by Tori Amos,Atria,0,0,https://www.amazon.com/dp/1982104155?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Hardcover Nonfiction,2020,21,13,0,1
52408,593084292,DON'T BURN THIS BOOK,The internet show host explains why he moved away from progressive politics.,Dave Rubin,by Dave Rubin,Sentinel,0,1,https://www.amazon.com/dp/0593084292?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/9/20,5/24/20,Hardcover Nonfiction,2020,21,14,11,2
52409,62899961,OPEN BOOK,"The singer, actress and fashion designer discloses times of success, trauma and addiction.",Jessica Simpson with Kevin Carr O’Leary,by Jessica Simpson with Kevin Carr O’Leary,Dey St.,0,0,https://www.amazon.com/Open-Book-Jessica-Simpson/dp/0062899961?tag=NYTBSREV-20,,5/9/20,5/24/20,Hardcover Nonfiction,2020,21,15,0,11
52500,385545932,CAMINO WINDS,The line between fact and fiction becomes blurred when an author of thrillers is found dead after a hurricane hits Camino Island.,John Grisham,by John Grisham,Doubleday,0,0,https://www.amazon.com/dp/0385545932?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/16/20,5/31/20,Combined Print and E-Book Fiction,2020,22,1,2,3
52501,735219095,WHERE THE CRAWDADS SING,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect.",Delia Owens,by Delia Owens,Putnam,0,0,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens/dp/0735219095?tag=NYTBSREV-20,,5/16/20,5/31/20,Combined Print and E-Book Fiction,2020,22,2,4,88
52502,735224315,LITTLE FIRES EVERYWHERE,An artist upends a quiet town outside Cleveland.,Celeste Ng,by Celeste Ng,Penguin Press,0,0,https://www.amazon.com/Little-Fires-Everywhere-Celeste-Ng-ebook/dp/B01N4VW75U?tag=NYTBSREV-20,https://www.nytimes.com/2017/09/25/books/review/little-fires-everywhere-celeste-ng.html,5/16/20,5/31/20,Combined Print and E-Book Fiction,2020,22,3,3,66
52503,1982137975,IF IT BLEEDS,"Four novellas: “Mr. Harrigan’s Phone,” “The Life of Chuck,” “Rat” and “If It Bleeds.”",Stephen King,by Stephen King,Scribner,0,0,https://www.amazon.com/dp/1982137975?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/16/20,5/31/20,Combined Print and E-Book Fiction,2020,22,4,5,4
52504,1538761467,WALK THE WIRE,The sixth book in the Memory Man series. Decker and Jamison investigate a murder in a North Dakota town in a fracking boom.,David Baldacci,by David Baldacci,Grand Central,0,0,https://www.amazon.com/dp/1538761467?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/16/20,5/31/20,Combined Print and E-Book Fiction,2020,22,5,8,4
52505,031642028X,THE 20TH VICTIM,The 20th book in the Women’s Murder Club series. Lindsay Boxer looks into the murders of disreputable persons in three separate cities.,James Patterson and Maxine Paetro,by James Patterson and Maxine Paetro,Little Brown,0,0,https://www.amazon.com/dp/031642028X?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/16/20,5/31/20,Combined Print and E-Book Fiction,2020,22,6,1,2
52506,1984822187,NORMAL PEOPLE,The connection between a high school star athlete and a loner ebbs and flows when they go to Trinity College in Dublin.,Sally Rooney,by Sally Rooney,Hogarth,0,0,https://www.amazon.com/Normal-People-Novel-Sally-Rooney/dp/1984822179?tag=NYTBSREV-20,https://www.nytimes.com/2019/04/08/books/review-normal-people-sally-rooney.html,5/16/20,5/31/20,Combined Print and E-Book Fiction,2020,22,7,10,7
52507,None,THE LAST TRIAL,"An 85-year-old defense lawyer puts off his retirement to aid a Nobel Prize winner in Medicine, who is accused of insider trading, fraud and murder.",Scott Turow,by Scott Turow,Grand Central,0,0,https://www.amazon.com/dp/1538748134?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/16/20,5/31/20,Combined Print and E-Book Fiction,2020,22,8,0,1
52508,1501133519,BIG SUMMER,Daphne Berg’s former best friend asks her to be the maid of honor at her wedding in Cape Cod.,Jennifer Weiner,by Jennifer Weiner,Atria,0,0,https://www.amazon.com/dp/1501133519?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/16/20,5/31/20,Combined Print and E-Book Fiction,2020,22,9,7,2
52509,1250209765,AMERICAN DIRT,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.,Jeanine Cummins,by Jeanine Cummins,Flatiron,0,0,https://www.amazon.com/American-Dirt-Oprahs-Book-Club/dp/1250209765?tag=NYTBSREV-20,https://www.nytimes.com/2020/01/17/books/review-american-dirt-jeanine-cummins.html,5/16/20,5/31/20,Combined Print and E-Book Fiction,2020,22,10,12,17
52510,039959356X,BLUE MOON,Jack Reacher gets caught up in a turf war between Ukrainian and Albanian gangs.,Lee Child,by Lee Child,Delacorte,0,0,https://www.amazon.com/Blue-Moon-Jack-Reacher-Novel/dp/0399593543?tag=NYTBSREV-20,,5/16/20,5/31/20,Combined Print and E-Book Fiction,2020,22,11,13,13
52511,1594634696,ALL ADULTS HERE,A repressed memory triggers Astrid Strick to weigh the outcomes of her parenting of her now-grown children.,Emma Straub,by Emma Straub,Riverhead,0,0,https://www.amazon.com/dp/1594634696?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/16/20,5/31/20,Combined Print and E-Book Fiction,2020,22,12,9,2
52512,None,THE BOOK OF LOST FRIENDS,The stories of three women struggling to get from Louisiana to Texas during Reconstruction are discovered by a first-year teacher living a century later.,Lisa Wingate,by Lisa Wingate,Ballantine,0,0,https://www.amazon.com/dp/1984819887?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/16/20,5/31/20,Combined Print and E-Book Fiction,2020,22,13,0,2
52513,62905082,THE WOMAN IN THE WINDOW,A recluse who drinks heavily and takes prescription drugs may have witnessed a crime across from her Harlem townhouse.,AJ Finn,by A.J. Finn,Morrow,0,0,https://www.amazon.com/Woman-Window-Novel-J-Finn/dp/0062678418?tag=NYTBSREV-20,,5/16/20,5/31/20,Combined Print and E-Book Fiction,2020,22,14,0,31
52514,1250301718,THE SILENT PATIENT,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.,Alex Michaelides,by Alex Michaelides,Celadon,0,0,https://www.amazon.com/Silent-Patient-Alex-Michaelides/dp/1250301696?tag=NYTBSREV-20,,5/16/20,5/31/20,Combined Print and E-Book Fiction,2020,22,15,0,34
52605,1984801252,UNTAMED,The activist and public speaker describes her journey of listening to her inner voice.,Glennon Doyle,by Glennon Doyle,Dial,0,0,https://www.amazon.com/dp/1984801252?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/16/20,5/31/20,Combined Print and E-Book Nonfiction,2020,22,1,1,10
52606,1524763136,BECOMING,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent.",Michelle Obama,by Michelle Obama,Crown,0,0,https://www.amazon.com/Becoming-Michelle-Obama/dp/1524763136?tag=NYTBSREV-20,https://www.nytimes.com/2018/12/06/books/review/michelle-obama-becoming-memoir.html,5/16/20,5/31/20,Combined Print and E-Book Nonfiction,2020,22,2,2,76
52607,385348711,THE SPLENDID AND THE VILE,An examination of the leadership of the prime minister Winston Churchill.,Erik Larson,by Erik Larson,Crown,0,0,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711?tag=NYTBSREV-20,https://www.nytimes.com/2020/02/25/books/review/the-splendid-and-the-vile-erik-larson.html,5/16/20,5/31/20,Combined Print and E-Book Nonfiction,2020,22,3,4,12
52608,399590501,EDUCATED,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university.",Tara Westover,by Tara Westover,Random House,0,0,https://www.amazon.com/Educated-Memoir-Tara-Westover/dp/0399590501?tag=NYTBSREV-20,https://www.nytimes.com/2018/03/01/books/review/tara-westover-educated.html,5/16/20,5/31/20,Combined Print and E-Book Nonfiction,2020,22,4,5,117
52609,143036491,THE GREAT INFLUENZA,An overview of the 1918 flu epidemic and cautionary tale for similar kinds of large-scale outbreaks.,John M Barry,by John M. Barry,Penguin,0,0,http://www.amazon.com/The-Great-Influenza-Deadliest-Pandemic/dp/0143036491?tag=NYTBSREV-20,,5/16/20,5/31/20,Combined Print and E-Book Nonfiction,2020,22,5,10,10
52610,038554376X,HIDDEN VALLEY ROAD,"From 1945 to 1965, a family in Colorado had 12 children, six of whom went on to develop schizophrenia.",Robert Kolker,by Robert Kolker,Doubleday,0,0,https://www.amazon.com/dp/038554376X?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/16/20,5/31/20,Combined Print and E-Book Nonfiction,2020,22,6,9,6
52611,1510752242,PLAGUE OF CORRUPTION,The controversial virologist gives her account of her work over nearly four decades.,Judy Mikovits and Kent Heckenlively,by Judy Mikovits and Kent Heckenlively,Skyhorse,0,0,https://www.amazon.com/dp/1510752242?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/16/20,5/31/20,Combined Print and E-Book Nonfiction,2020,22,7,3,2
52612,143127748,THE BODY KEEPS THE SCORE,"How trauma affects the body and mind, and innovative treatments for recovery.",Bessel van der Kolk,by Bessel van der Kolk,Penguin,0,0,http://www.amazon.com/The-Body-Keeps-Score-Healing/dp/0670785938?tag=NYTBSREV-20,,5/16/20,5/31/20,Combined Print and E-Book Nonfiction,2020,22,8,14,16
52613,735225311,A WOMAN OF NO IMPORTANCE,The true story of a Baltimore socialite who joined a spy organization during World War II and became essential to the French Resistance.,Sonia Purnell,by Sonia Purnell,Viking,0,0,https://www.amazon.com/Woman-No-Importance-Untold-American/dp/073522529X?tag=NYTBSREV-20,https://www.nytimes.com/2019/05/24/books/review/sonia-purnell-woman-no-importance-virginia-hall.html,5/16/20,5/31/20,Combined Print and E-Book Nonfiction,2020,22,9,11,9
52614,1250317479,THE LINCOLN CONSPIRACY,"How Allan Pinkerton, along with undercover agents, thwarted a lesser-known assassination attempt of Abraham Lincoln in Baltimore in 1861.",Brad Meltzer and Josh Mensch,by Brad Meltzer and Josh Mensch,Flatiron,0,0,https://www.amazon.com/dp/1250317479?tag=NYTBSREV-20&tag=NYTBSREV-20,,5/16/20,5/31/20,Combined Print and E-Book Nonfiction,2020,22,10,8,2
52615,374201234,THE MAMBA MENTALITY,Various skills and techniques used on the court by the late Los Angeles Lakers player.,Kobe Bryant,by Kobe Bryant,"Melcher Media/MCD/Farrar, Straus & Giroux",0,0,https://www.amazon.com/Mamba-Mentality-How-Play/dp/0374201234?tag=NYTBSREV-20,,5/16/20,5/31/20,Combined Print and E-Book Nonfiction,2020,22,11,13,19
52616,1501111124,GRIT,A psychologist argues that passion and perseverance are the keys to success.,Angela Duckworth,by Angela Duckworth,Scribner,0,0,http://www.amazon.com/Grit-The-Power-Passion-Perseverance-ebook/dp/B010MH9V3W?tag=NYTBSREV-20,https://www.nytimes.com/2016/05/08/books/review/grit-by-angela-duckworth.html,5/16/20,5/31/20,Combined Print and E-Book Nonfiction,2020,22,12,0,19
